timestamp,machine_id,temperature,vibration,pressure,rpm,failure_within_days,polish_rod_load,tubing_pressure,casing_pressure,pump_fillage,stroke_spm,production_bbl
2026-01-03 07:00:00,WELL-02,64.54,2.73,181.25,423.2,16,15156.0,181.3,97.9,89.9,8.44,46.94
2026-01-03 08:00:00,WELL-02,62.26,2.733,169.65,407.8,15,14820.0,169.7,92.2,86.0,8.15,44.01
2026-01-03 09:00:00,WELL-02,63.56,2.574,175.92,416.1,15,15019.0,175.9,95.3,88.1,8.3,45.56
2026-01-03 10:00:00,WELL-02,63.09,2.62,173.35,412.7,18,14953.0,173.4,94.1,87.2,8.24,44.89
2026-01-03 11:00:00,WELL-02,63.55,2.58,175.46,415.6,15,15028.0,175.5,95.2,87.8,8.29,45.39
2026-01-03 12:00:00,WELL-02,61.89,2.844,166.93,404.2,18,14783.0,166.9,91.0,84.9,8.07,43.23
2026-01-03 13:00:00,WELL-02,62.81,2.703,171.33,410.1,16,14926.0,171.3,93.2,86.4,8.18,44.31
2026-01-03 14:00:00,WELL-02,62.69,2.734,170.55,409.1,15,14914.0,170.5,92.9,86.0,8.16,44.09
2026-01-03 15:00:00,WELL-02,61.51,2.943,164.42,401.0,19,14741.0,164.4,89.8,84.0,8.01,42.53
2026-01-03 16:00:00,WELL-02,63.33,2.651,173.33,412.9,18,15020.0,173.3,94.3,86.9,8.23,44.73
2026-01-03 17:00:00,WELL-02,62.96,2.726,171.24,410.1,17,14968.0,171.2,93.3,86.1,8.17,44.18
2026-01-03 18:00:00,WELL-02,66.0,3.015,186.27,430.2,16,15430.0,186.3,100.9,91.1,8.55,47.92
2026-01-03 19:00:00,WELL-02,64.23,2.723,177.19,418.1,17,15169.0,177.2,96.4,88.0,8.32,45.62
2026-01-03 20:00:00,WELL-02,64.9,2.838,180.34,422.3,18,15275.0,180.3,98.0,89.0,8.4,46.38
2026-01-03 21:00:00,WELL-02,63.86,2.668,174.92,415.1,17,15124.0,174.9,95.3,87.2,8.26,45.0
2026-01-03 22:00:00,WELL-02,64.8,2.829,179.41,421.2,19,15270.0,179.4,97.6,88.6,8.37,46.1
2026-01-03 23:00:00,WELL-02,64.22,2.736,176.29,417.0,17,15187.0,176.3,96.1,87.6,8.29,45.3
2026-01-04 00:00:00,WELL-02,64.11,2.722,175.56,416.1,15,15177.0,175.6,95.8,87.3,8.27,45.09
2026-01-04 01:00:00,WELL-02,65.65,2.981,183.02,426.1,19,15412.0,183.0,99.6,89.7,8.45,46.93
2026-01-04 02:00:00,WELL-02,63.52,2.741,172.17,411.6,18,15098.0,172.2,94.2,86.1,8.18,44.19
2026-01-04 03:00:00,WELL-02,66.2,3.081,185.36,429.2,18,15504.0,185.4,100.8,90.4,8.51,47.46
2026-01-04 04:00:00,WELL-02,64.91,2.87,178.73,420.4,17,15317.0,178.7,97.5,88.1,8.34,45.78
2026-01-04 05:00:00,WELL-02,63.75,2.739,172.7,412.4,16,15147.0,172.7,94.6,86.1,8.19,44.25
2026-01-04 06:00:00,WELL-02,61.66,3.099,162.06,398.2,17,14839.0,162.1,89.3,82.5,7.92,41.56
2026-01-04 07:00:00,WELL-02,62.51,2.969,166.11,403.7,15,14972.0,166.1,91.3,83.8,8.02,42.55
2026-01-04 08:00:00,WELL-02,63.67,2.788,171.71,411.2,14,15151.0,171.7,94.2,85.6,8.16,43.93
2026-01-04 09:00:00,WELL-02,65.65,3.012,181.36,424.1,18,15452.0,181.4,99.1,88.8,8.4,46.32
2026-01-04 10:00:00,WELL-02,63.69,2.809,171.39,410.8,18,15164.0,171.4,94.1,85.4,8.15,43.8
2026-01-04 11:00:00,WELL-02,65.15,2.936,178.47,420.3,15,15388.0,178.5,97.7,87.7,8.32,45.54
2026-01-04 12:00:00,WELL-02,63.2,2.916,168.48,407.0,17,15099.0,168.5,92.7,84.4,8.07,43.02
2026-01-04 13:00:00,WELL-02,62.5,3.044,164.78,402.1,15,15000.0,164.8,90.9,83.1,7.98,42.07
2026-01-04 14:00:00,WELL-02,61.88,3.159,161.49,397.7,18,14912.0,161.5,89.3,81.9,7.89,41.22
2026-01-04 15:00:00,WELL-02,64.51,2.844,174.4,415.0,16,15311.0,174.4,95.8,86.2,8.22,44.43
2026-01-04 16:00:00,WELL-02,65.7,3.046,180.14,422.6,16,15494.0,180.1,98.7,88.1,8.36,45.84
2026-01-04 17:00:00,WELL-02,62.33,3.121,163.09,399.9,15,14994.0,163.1,90.3,82.3,7.93,41.55
2026-01-04 18:00:00,WELL-02,64.05,2.847,171.48,411.1,17,15257.0,171.5,94.5,85.1,8.14,43.62
2026-01-04 19:00:00,WELL-02,65.34,2.998,177.74,419.5,15,15456.0,177.7,97.7,87.1,8.29,45.16
2026-01-04 20:00:00,WELL-02,62.34,3.155,162.53,399.3,16,15011.0,162.5,90.1,82.0,7.91,41.33
2026-01-04 21:00:00,WELL-02,65.46,3.025,177.91,419.8,17,15484.0,177.9,97.8,87.1,8.29,45.15
2026-01-04 22:00:00,WELL-02,63.59,2.97,168.38,407.1,16,15209.0,168.4,93.1,83.9,8.05,42.75
2026-01-04 23:00:00,WELL-02,64.58,2.887,173.12,413.5,18,15362.0,173.1,95.5,85.4,8.17,43.91
2026-01-05 00:00:00,WELL-02,63.26,3.051,166.28,404.4,14,15168.0,166.3,92.1,83.1,8.0,42.17
2026-01-05 01:00:00,WELL-02,62.98,3.108,164.7,402.3,16,15132.0,164.7,91.4,82.5,7.96,41.75
2026-01-05 02:00:00,WELL-02,63.38,3.054,166.5,404.7,15,15197.0,166.5,92.3,83.1,8.0,42.17
2026-01-05 03:00:00,WELL-02,65.01,2.972,174.41,415.3,16,15446.0,174.4,96.3,85.7,8.2,44.13
2026-01-05 04:00:00,WELL-02,63.49,3.06,166.62,404.9,17,15224.0,166.6,92.5,83.0,8.0,42.15
2026-01-05 05:00:00,WELL-02,64.96,2.973,173.78,414.5,13,15450.0,173.8,96.1,85.4,8.18,43.92
2026-01-05 06:00:00,WELL-02,65.07,2.995,174.12,415.0,15,15471.0,174.1,96.3,85.4,8.18,43.98
2026-01-05 07:00:00,WELL-02,64.1,2.995,169.04,408.2,16,15330.0,169.0,93.8,83.7,8.05,42.69
2026-01-05 08:00:00,WELL-02,64.45,2.948,170.59,410.3,15,15388.0,170.6,94.6,84.2,8.09,43.05
2026-01-05 09:00:00,WELL-02,65.69,3.108,176.56,418.3,17,15578.0,176.6,97.7,86.1,8.24,44.52
2026-01-05 10:00:00,WELL-02,63.4,3.148,164.89,402.8,14,15239.0,164.9,91.9,82.2,7.95,41.57
2026-01-05 11:00:00,WELL-02,65.56,3.095,175.51,417.0,14,15569.0,175.5,97.2,85.7,8.21,44.2
2026-01-05 12:00:00,WELL-02,64.69,2.956,170.96,411.0,16,15444.0,171.0,95.0,84.1,8.09,43.04
2026-01-05 13:00:00,WELL-02,63.47,3.172,164.65,402.6,15,15266.0,164.6,91.9,82.0,7.93,41.44
2026-01-05 14:00:00,WELL-02,67.54,3.436,184.79,429.4,16,15881.0,184.8,102.0,88.6,8.44,46.45
2026-01-05 15:00:00,WELL-02,63.46,3.199,164.16,402.0,15,15273.0,164.2,91.7,81.7,7.92,41.26
2026-01-05 16:00:00,WELL-02,64.38,3.057,168.57,407.9,16,15417.0,168.6,94.0,83.1,8.03,42.34
2026-01-05 17:00:00,WELL-02,65.1,3.04,171.95,412.4,16,15530.0,171.9,95.7,84.2,8.11,43.16
2026-01-05 18:00:00,WELL-02,65.41,3.096,173.29,414.2,14,15581.0,173.3,96.4,84.6,8.14,43.47
2026-01-05 19:00:00,WELL-02,63.67,3.212,164.38,402.4,17,15325.0,164.4,92.0,81.6,7.92,41.22
2026-01-05 20:00:00,WELL-02,66.33,3.257,177.48,419.9,17,15729.0,177.5,98.6,85.9,8.24,44.47
2026-01-05 21:00:00,WELL-02,66.87,3.35,179.97,423.2,17,15815.0,180.0,99.9,86.7,8.3,45.07
2026-01-05 22:00:00,WELL-02,63.93,3.204,165.07,403.4,13,15380.0,165.1,92.5,81.7,7.93,41.32
2026-01-05 23:00:00,WELL-02,62.35,3.479,156.98,392.6,13,15148.0,157.0,88.4,79.0,7.73,39.27
2026-01-06 00:00:00,WELL-02,64.05,3.208,165.25,403.7,13,15407.0,165.2,92.6,81.7,7.93,41.31
2026-01-06 01:00:00,WELL-02,63.7,3.279,163.27,401.1,14,15359.0,163.3,91.7,81.0,7.88,40.79
2026-01-06 02:00:00,WELL-02,66.25,3.266,175.83,417.8,13,15748.0,175.8,98.0,85.1,8.19,43.91
2026-01-06 03:00:00,WELL-02,65.14,3.085,170.08,410.2,15,15586.0,170.1,95.2,83.1,8.05,42.45
2026-01-06 04:00:00,WELL-02,64.8,3.132,168.14,407.6,14,15539.0,168.1,94.2,82.5,8.0,41.94
2026-01-06 05:00:00,WELL-02,65.07,3.098,169.32,409.2,17,15586.0,169.3,94.9,82.8,8.02,42.21
2026-01-06 06:00:00,WELL-02,64.74,3.165,167.46,406.8,17,15541.0,167.5,94.0,82.1,7.98,41.72
2026-01-06 07:00:00,WELL-02,64.12,3.282,164.12,402.4,13,15452.0,164.1,92.4,81.0,7.89,40.85
2026-01-06 08:00:00,WELL-02,65.94,3.237,173.04,414.3,12,15731.0,173.0,96.9,83.9,8.11,43.06
2026-01-06 09:00:00,WELL-02,64.93,3.171,167.76,407.3,12,16703.0,167.8,94.3,72.7,7.98,41.71
2026-01-06 10:00:00,WELL-02,64.7,3.221,166.42,405.5,14,15555.0,166.4,93.6,81.6,7.94,41.36
2026-01-06 11:00:00,WELL-02,65.01,3.182,167.73,407.3,14,15606.0,167.7,94.3,82.0,7.98,41.66
2026-01-06 12:00:00,WELL-02,64.23,3.323,163.67,401.9,12,15495.0,163.7,92.3,80.6,7.87,40.62
2026-01-06 13:00:00,WELL-02,63.72,3.421,160.87,398.2,14,15422.0,160.9,91.0,79.6,7.8,39.89
2026-01-06 14:00:00,WELL-02,65.76,3.229,170.89,411.6,16,15734.0,170.9,96.0,82.9,8.05,42.37
2026-01-06 15:00:00,WELL-02,64.92,3.244,166.48,405.7,16,15613.0,166.5,93.9,81.4,7.94,41.25
2026-01-06 16:00:00,WELL-02,63.67,3.465,160.03,397.2,13,15431.0,160.0,90.7,79.2,7.77,39.61
2026-01-06 17:00:00,WELL-02,64.93,3.268,166.09,405.3,16,15624.0,166.1,93.8,81.2,7.92,41.1
2026-01-06 18:00:00,WELL-02,66.95,3.443,176.01,418.5,13,15933.0,176.0,98.8,84.4,8.17,43.55
2026-01-06 19:00:00,WELL-02,66.38,3.352,172.96,414.5,14,15853.0,173.0,97.3,83.4,8.09,42.76
2026-01-06 20:00:00,WELL-02,65.52,3.212,168.44,408.5,13,15728.0,168.4,95.1,81.8,7.98,41.61
2026-01-06 21:00:00,WELL-02,64.55,3.379,163.36,401.7,13,15587.0,163.4,92.6,80.1,7.85,40.32
2026-01-06 22:00:00,WELL-02,64.15,3.457,161.19,398.9,12,15533.0,161.2,91.5,79.3,7.79,39.75
2026-01-06 23:00:00,WELL-02,63.53,3.573,157.86,394.5,13,15445.0,157.9,89.9,78.2,7.71,38.89
2026-01-07 00:00:00,WELL-02,66.14,3.33,170.71,411.6,15,15841.0,170.7,96.4,82.4,8.03,42.08
2026-01-07 01:00:00,WELL-02,64.9,3.369,164.28,403.1,14,15660.0,164.3,93.2,80.2,7.87,40.45
2026-01-07 02:00:00,WELL-02,66.04,3.321,169.79,410.4,16,15836.0,169.8,96.0,82.0,8.0,41.8
2026-01-07 03:00:00,WELL-02,65.64,3.269,167.59,407.5,15,15781.0,167.6,94.9,81.2,7.94,41.22
2026-01-07 04:00:00,WELL-02,63.69,3.606,157.63,394.3,15,16387.0,157.6,90.0,64.3,7.69,38.71
2026-01-07 05:00:00,WELL-02,64.73,3.446,162.59,400.9,13,15654.0,162.6,92.5,79.5,7.82,39.92
2026-01-07 06:00:00,WELL-02,64.31,3.528,160.29,397.9,12,15596.0,160.3,91.4,78.7,7.76,39.32
2026-01-07 07:00:00,WELL-02,63.74,3.635,157.23,393.8,15,15516.0,157.2,89.9,77.6,7.68,38.53
2026-01-07 08:00:00,WELL-02,63.63,3.665,156.49,392.9,15,15505.0,156.5,89.6,77.3,7.66,38.32
2026-01-07 09:00:00,WELL-02,65.66,3.339,166.41,406.1,13,15814.0,166.4,94.6,80.6,7.91,40.78
2026-01-07 10:00:00,WELL-02,66.68,3.457,171.31,412.7,11,15972.0,171.3,97.1,82.2,8.03,41.98
2026-01-07 11:00:00,WELL-02,67.08,3.528,173.12,415.1,13,16037.0,173.1,98.0,82.7,8.07,42.41
2026-01-07 12:00:00,WELL-02,66.84,3.491,171.69,413.2,12,16006.0,171.7,97.3,82.2,8.03,42.02
2026-01-07 13:00:00,WELL-02,67.55,3.614,175.05,417.8,14,16118.0,175.0,99.1,83.3,8.11,42.84
2026-01-07 14:00:00,WELL-02,68.07,3.703,177.41,420.9,15,16200.0,177.4,100.3,84.0,8.17,43.4
2026-01-07 15:00:00,WELL-02,66.59,3.462,169.84,410.9,13,15984.0,169.8,96.5,81.4,7.98,41.49
2026-01-07 16:00:00,WELL-02,66.5,3.449,169.14,410.0,15,15974.0,169.1,96.2,81.2,7.96,41.29
2026-01-07 17:00:00,WELL-02,65.98,3.383,166.34,406.3,14,15902.0,166.3,94.9,80.2,7.89,40.56
2026-01-07 18:00:00,WELL-02,63.87,3.747,155.58,391.9,14,15590.0,155.6,89.5,76.5,7.62,37.84
2026-01-07 19:00:00,WELL-02,66.41,3.446,168.08,408.6,13,15976.0,168.1,95.8,80.7,7.93,40.95
2026-01-07 20:00:00,WELL-02,66.2,3.415,166.83,407.0,14,15950.0,166.8,95.2,80.2,7.9,40.61
2026-01-07 21:00:00,WELL-02,69.08,3.898,181.01,425.9,13,16386.0,181.0,102.4,84.9,8.25,44.13
2026-01-07 22:00:00,WELL-02,66.33,3.444,167.07,407.4,12,17387.0,167.1,95.5,69.0,7.9,40.62
2026-01-07 23:00:00,WELL-02,67.08,3.573,170.6,412.1,11,16097.0,170.6,97.3,81.3,7.99,41.47
2026-01-01 00:00:00,WELL-03,63.48,2.346,187.38,429.8,21,14721.0,187.4,98.7,94.5,8.68,49.84
2026-01-01 01:00:00,WELL-03,60.25,2.42,170.77,407.8,17,14249.0,170.8,90.5,88.8,8.27,45.63
2026-01-01 02:00:00,WELL-03,62.82,2.255,183.14,424.3,18,16215.0,183.1,96.8,82.6,8.57,48.67
2026-01-01 03:00:00,WELL-03,61.57,2.256,176.4,415.4,20,15698.0,176.4,93.5,74.9,8.4,46.92
2026-01-01 04:00:00,WELL-03,64.78,2.598,191.94,436.2,21,14964.0,191.9,101.4,95.6,8.78,50.75
2026-01-01 05:00:00,WELL-03,63.26,2.354,183.85,425.5,21,14747.0,183.9,97.4,92.8,8.58,48.67
2026-01-01 06:00:00,WELL-03,62.62,2.256,180.18,420.6,18,14663.0,180.2,95.7,91.4,8.48,47.69
2026-01-01 07:00:00,WELL-03,61.76,2.338,175.38,414.3,21,16214.0,175.4,93.4,74.1,8.36,46.43
2026-01-01 08:00:00,WELL-03,62.85,2.312,180.36,421.0,20,14722.0,180.4,96.0,91.3,8.48,47.62
2026-01-01 09:00:00,WELL-03,62.05,2.347,175.84,415.0,20,14612.0,175.8,93.8,89.7,8.36,46.43
2026-01-01 10:00:00,WELL-03,62.3,2.334,176.6,416.1,17,14662.0,176.6,94.3,89.8,8.38,46.56
2026-01-01 11:00:00,WELL-03,58.81,2.943,158.69,392.3,19,14151.0,158.7,85.4,83.7,7.92,42.03
2026-01-01 12:00:00,WELL-03,61.44,2.532,171.37,409.3,20,14557.0,171.4,91.9,87.9,8.24,45.14
2026-01-01 13:00:00,WELL-03,61.95,2.476,173.4,412.0,20,14645.0,173.4,93.0,88.4,8.28,45.59
2026-01-01 14:00:00,WELL-03,63.38,2.452,180.05,421.0,19,14870.0,180.0,96.4,90.5,8.45,47.19
2026-01-01 15:00:00,WELL-03,62.11,2.507,173.21,411.9,17,14692.0,173.2,93.1,88.2,8.27,45.42
2026-01-01 16:00:00,WELL-03,60.85,2.745,166.42,402.9,16,14514.0,166.4,89.8,85.8,8.1,43.67
2026-01-01 17:00:00,WELL-03,64.33,2.637,183.34,425.6,16,15048.0,183.3,98.3,91.3,8.52,47.84
2026-01-01 18:00:00,WELL-03,61.03,2.771,166.38,403.0,16,14566.0,166.4,89.9,85.6,8.09,43.54
2026-01-01 19:00:00,WELL-03,62.14,2.615,171.4,409.8,19,14743.0,171.4,92.6,87.1,8.21,44.74
2026-01-01 20:00:00,WELL-03,62.16,2.64,171.03,409.3,17,14758.0,171.0,92.5,86.9,8.2,44.59
2026-01-01 21:00:00,WELL-03,63.53,2.539,177.38,417.9,20,14975.0,177.4,95.7,88.9,8.35,46.12
2026-01-01 22:00:00,WELL-03,62.57,2.628,172.11,410.9,18,14843.0,172.1,93.2,87.0,8.22,44.74
2026-01-01 23:00:00,WELL-03,63.6,2.569,176.79,417.2,16,15010.0,176.8,95.6,88.5,8.33,45.85
2026-01-02 00:00:00,WELL-03,63.11,2.595,173.83,413.3,16,14948.0,173.8,94.3,87.4,8.25,45.05
2026-01-02 01:00:00,WELL-03,63.76,2.612,176.58,417.1,16,15056.0,176.6,95.7,88.2,8.32,45.68
2026-01-02 02:00:00,WELL-03,64.68,2.775,180.71,422.6,15,15207.0,180.7,97.9,89.5,8.42,46.65
2026-01-02 03:00:00,WELL-03,64.43,2.742,178.96,420.4,19,15180.0,179.0,97.1,88.8,8.37,46.16
2026-01-02 04:00:00,WELL-03,63.72,2.633,174.94,415.1,15,15086.0,174.9,95.2,87.4,8.26,45.1
2026-01-02 05:00:00,WELL-03,63.39,2.69,172.77,412.2,15,15047.0,172.8,94.2,86.5,8.21,44.49
2026-01-02 06:00:00,WELL-03,66.22,3.067,186.47,430.6,16,15485.0,186.5,101.2,91.0,8.54,47.86
2026-01-02 07:00:00,WELL-03,65.08,2.886,180.27,422.4,18,15325.0,180.3,98.2,88.8,8.39,46.25
2026-01-02 08:00:00,WELL-03,63.23,2.8,170.55,409.5,16,15060.0,170.5,93.4,85.5,8.14,43.76
2026-01-02 09:00:00,WELL-03,64.62,2.826,176.98,418.1,14,15279.0,177.0,96.7,87.5,8.3,45.31
2026-01-02 10:00:00,WELL-03,63.66,2.786,171.69,411.1,14,15147.0,171.7,94.2,85.6,8.16,43.93
2026-01-02 11:00:00,WELL-03,63.53,2.835,170.58,409.7,14,15140.0,170.6,93.7,85.2,8.13,43.59
2026-01-02 12:00:00,WELL-03,64.71,2.868,175.97,417.0,18,15328.0,176.0,96.5,86.8,8.26,44.88
2026-01-02 13:00:00,WELL-03,64.65,2.867,175.21,416.0,14,15332.0,175.2,96.2,86.5,8.24,44.64
2026-01-02 14:00:00,WELL-03,66.01,3.102,181.5,424.5,16,15546.0,181.5,99.5,88.5,8.39,46.15
2026-01-02 15:00:00,WELL-03,65.8,3.076,179.98,422.5,15,15527.0,180.0,98.8,87.9,8.35,45.71
2026-01-02 16:00:00,WELL-03,63.92,2.913,170.06,409.3,17,15256.0,170.1,93.9,84.5,8.1,43.17
2026-01-02 17:00:00,WELL-03,62.66,3.151,163.27,400.4,17,15079.0,163.3,90.6,82.1,7.92,41.42
2026-01-02 18:00:00,WELL-03,65.02,2.972,174.59,415.5,16,15445.0,174.6,96.4,85.8,8.2,44.19
2026-01-02 19:00:00,WELL-03,64.68,2.925,172.43,412.7,17,15406.0,172.4,95.4,84.9,8.14,43.59
2026-01-02 20:00:00,WELL-03,64.03,3.008,168.65,407.7,13,15319.0,168.6,93.6,83.6,8.04,42.59
2026-01-02 21:00:00,WELL-03,64.09,3.025,168.5,407.6,17,15341.0,168.5,93.6,83.4,8.04,42.49
2026-01-02 22:00:00,WELL-03,65.48,3.085,174.96,416.3,17,15561.0,175.0,97.0,85.5,8.19,44.05
2026-01-02 23:00:00,WELL-03,64.19,3.066,168.0,407.1,17,15379.0,168.0,93.6,83.0,8.02,42.25
2026-01-03 00:00:00,WELL-03,65.44,3.095,173.77,414.8,13,15578.0,173.8,96.6,84.8,8.16,43.63
2026-01-03 01:00:00,WELL-03,65.19,3.061,172.01,412.5,14,15552.0,172.0,95.8,84.2,8.11,43.13
2026-01-03 02:00:00,WELL-03,64.71,3.064,169.13,408.8,14,15492.0,169.1,94.4,83.1,8.03,42.35
2026-01-03 03:00:00,WELL-03,65.46,3.125,172.41,413.2,16,15616.0,172.4,96.2,84.1,8.11,43.11
2026-01-03 04:00:00,WELL-03,63.87,3.261,163.95,402.0,16,15389.0,164.0,92.1,81.2,7.9,40.94
2026-01-03 05:00:00,WELL-03,64.47,3.188,166.5,405.5,16,15492.0,166.5,93.4,81.9,7.96,41.52
2026-01-03 06:00:00,WELL-03,68.33,3.63,185.31,430.6,13,16083.0,185.3,102.9,88.1,8.42,46.17
2026-01-03 07:00:00,WELL-03,65.95,3.242,172.92,414.1,12,15737.0,172.9,96.8,83.8,8.11,43.01
2026-01-03 08:00:00,WELL-03,64.64,3.245,165.89,404.8,15,15553.0,165.9,93.4,81.4,7.93,41.19
2026-01-03 09:00:00,WELL-03,64.3,3.33,163.68,401.9,14,16689.0,163.7,92.4,70.2,7.87,40.58
2026-01-03 10:00:00,WELL-03,63.88,3.429,161.07,398.5,12,15461.0,161.1,91.2,79.6,7.8,39.87
2026-01-03 11:00:00,WELL-03,65.37,3.209,168.03,407.9,14,16640.0,168.0,94.8,69.7,7.97,41.55
2026-01-03 12:00:00,WELL-03,66.13,3.315,171.34,412.4,14,15822.0,171.3,96.5,82.8,8.05,42.32
2026-01-03 13:00:00,WELL-03,65.67,3.247,168.56,408.7,16,17030.0,168.6,95.2,71.0,7.98,41.57
2026-01-03 14:00:00,WELL-03,65.11,3.337,165.28,404.4,13,15693.0,165.3,93.7,80.5,7.89,40.69
2026-01-03 15:00:00,WELL-03,65.21,3.349,165.28,404.5,14,15719.0,165.3,93.8,80.4,7.89,40.63
2026-01-03 16:00:00,WELL-03,66.97,3.491,173.61,415.6,13,15995.0,173.6,98.1,83.1,8.09,42.65
2026-01-03 17:00:00,WELL-03,63.0,3.774,153.27,388.6,14,15411.0,153.3,88.0,76.2,7.58,37.51
2026-01-03 18:00:00,WELL-03,66.23,3.385,168.95,409.6,14,15908.0,169.0,95.9,81.3,7.97,41.37
2026-01-03 19:00:00,WELL-03,65.24,3.457,163.48,402.3,13,15770.0,163.5,93.3,79.4,7.83,39.95
2026-01-03 20:00:00,WELL-03,66.45,3.439,169.06,409.8,13,15964.0,169.1,96.2,81.2,7.96,41.28
2026-01-03 21:00:00,WELL-03,64.55,3.628,159.08,396.6,14,15691.0,159.1,91.3,77.7,7.71,38.73
2026-01-03 22:00:00,WELL-03,63.9,3.766,155.32,391.6,14,15604.0,155.3,89.5,76.4,7.61,37.73
2026-01-03 23:00:00,WELL-03,66.44,3.463,167.53,408.0,15,15997.0,167.5,95.7,80.3,7.91,40.72
2026-01-04 00:00:00,WELL-03,65.43,3.567,161.98,400.7,13,16830.0,162.0,93.0,64.2,7.77,39.28
2026-01-04 01:00:00,WELL-03,65.88,3.52,163.78,403.1,12,15937.0,163.8,94.0,78.9,7.81,39.67
2026-01-04 02:00:00,WELL-03,65.03,3.689,159.05,396.9,14,15822.0,159.0,91.7,77.2,7.69,38.43
2026-01-04 03:00:00,WELL-03,64.24,3.851,154.57,391.0,11,15714.0,154.6,89.6,75.6,7.57,37.25
2026-01-04 04:00:00,WELL-03,66.79,3.566,166.84,407.4,12,16108.0,166.8,95.8,79.6,7.87,40.26
2026-01-04 05:00:00,WELL-03,66.2,3.579,163.44,402.9,14,16033.0,163.4,94.2,78.3,7.79,39.35
2026-01-04 06:00:00,WELL-03,65.94,3.651,161.64,400.6,12,16005.0,161.6,93.4,77.6,7.74,38.84
2026-01-04 07:00:00,WELL-03,67.4,3.694,168.45,409.7,14,16236.0,168.5,96.9,79.8,7.9,40.49
2026-01-04 08:00:00,WELL-03,63.71,4.08,149.49,384.5,11,15693.0,149.5,87.6,73.4,7.42,35.69
2026-01-04 09:00:00,WELL-03,67.18,3.676,166.38,407.1,10,16226.0,166.4,96.1,78.9,7.84,39.85
2026-01-04 10:00:00,WELL-03,66.51,3.669,162.55,402.1,13,16138.0,162.6,94.3,77.5,7.74,38.83
2026-01-04 11:00:00,WELL-03,66.1,3.767,159.97,398.7,14,16087.0,160.0,93.1,76.5,7.68,38.13
2026-01-04 12:00:00,WELL-03,69.04,4.011,174.19,417.7,10,16540.0,174.2,100.3,81.2,8.03,41.63
2026-01-04 13:00:00,WELL-03,65.29,3.959,154.94,392.1,11,15988.0,154.9,90.8,74.7,7.54,36.76
2026-01-04 14:00:00,WELL-03,66.65,3.759,161.28,400.6,12,16205.0,161.3,94.0,76.7,7.7,38.28
2026-01-04 15:00:00,WELL-03,69.47,4.11,174.9,418.9,10,16640.0,174.9,100.9,81.1,8.03,41.63
2026-01-04 16:00:00,WELL-03,68.76,4.0,170.86,413.5,13,16545.0,170.9,99.0,79.6,7.93,40.56
2026-01-04 17:00:00,WELL-03,66.25,3.91,157.83,396.2,12,16181.0,157.8,92.6,75.2,7.6,37.25
2026-01-04 18:00:00,WELL-03,67.77,3.852,164.91,405.7,12,16419.0,164.9,96.2,77.5,7.77,38.96
2026-01-04 19:00:00,WELL-03,67.33,3.788,162.23,402.2,13,16365.0,162.2,95.0,76.5,7.7,38.23
2026-01-04 20:00:00,WELL-03,67.16,3.844,160.9,400.5,12,16352.0,160.9,94.4,75.9,7.66,37.84
2026-01-04 21:00:00,WELL-03,67.93,3.905,164.23,405.0,12,16478.0,164.2,96.2,76.9,7.74,38.61
2026-01-04 22:00:00,WELL-03,66.99,3.929,159.07,398.2,12,16350.0,159.1,93.7,75.1,7.61,37.26
2026-01-04 23:00:00,WELL-03,67.98,3.931,163.51,404.2,11,16509.0,163.5,96.0,76.5,7.72,38.31
2026-01-05 00:00:00,WELL-03,67.09,3.969,158.61,397.7,13,16389.0,158.6,93.7,74.7,7.59,37.03
2026-01-05 01:00:00,WELL-03,68.03,3.958,162.82,403.4,10,16541.0,162.8,95.9,76.0,7.69,38.02
2026-01-05 02:00:00,WELL-03,69.21,4.163,168.24,410.7,8,16730.0,168.2,98.7,77.7,7.82,39.32
2026-01-05 03:00:00,WELL-03,67.15,4.044,157.43,396.3,10,16432.0,157.4,93.4,74.0,7.55,36.56
2026-01-05 04:00:00,WELL-03,67.96,3.973,161.01,401.2,10,16566.0,161.0,95.3,75.1,7.63,37.4
2026-01-05 05:00:00,WELL-03,68.53,4.075,163.34,404.4,9,16662.0,163.3,96.5,75.8,7.69,37.92
2026-01-05 06:00:00,WELL-03,67.47,4.076,157.56,396.7,12,16515.0,157.6,93.7,73.7,7.54,36.41
2026-01-05 07:00:00,WELL-03,67.61,4.08,157.79,397.1,11,16548.0,157.8,93.9,73.7,7.54,36.41
2026-01-05 08:00:00,WELL-03,67.71,4.093,157.77,397.1,8,17426.0,157.8,94.0,64.3,7.54,36.35
2026-01-05 09:00:00,WELL-03,67.56,4.147,156.53,395.5,10,16563.0,156.5,93.5,73.1,7.5,35.98
2026-01-05 10:00:00,WELL-03,65.99,4.436,148.2,384.5,11,17181.0,148.2,89.4,55.7,7.29,33.84
2026-01-05 11:00:00,WELL-03,69.56,4.299,165.56,407.7,8,16887.0,165.6,98.2,75.9,7.72,38.12
2026-01-05 12:00:00,WELL-03,70.09,4.398,167.76,410.7,11,16979.0,167.8,99.4,76.5,7.77,38.61
2026-01-05 13:00:00,WELL-03,69.52,4.311,164.41,406.3,7,16905.0,164.4,97.8,75.3,7.68,37.72
2026-01-05 14:00:00,WELL-03,67.6,4.281,154.3,392.9,10,16628.0,154.3,92.9,71.8,7.43,35.13
