timestamp,machine_id,temperature,vibration,pressure,rpm,failure_within_days,coolant_temp,oil_pressure,engine_load,vehicle_speed,gear
2026-01-04 07:00:00,ENG-02,92.77,2.542,42.35,2972.8,21,92.8,42.35,47.4,60.6,3
2026-01-04 08:00:00,ENG-02,90.8,2.597,40.96,2942.1,18,90.8,40.96,48.2,47.1,3
2026-01-04 09:00:00,ENG-02,96.11,3.008,44.42,3175.7,17,96.1,44.42,54.7,82.2,5
2026-01-04 10:00:00,ENG-02,92.63,2.526,42.03,2957.1,17,92.6,42.03,46.9,58.7,3
2026-01-04 11:00:00,ENG-02,88.99,2.893,39.53,2979.4,18,89.0,39.53,52.7,34.1,2
2026-01-04 12:00:00,ENG-02,91.97,2.494,41.44,2928.1,17,92.0,41.44,46.3,53.6,3
2026-01-04 13:00:00,ENG-02,94.4,2.775,42.99,3060.5,17,94.4,42.99,50.7,69.5,4
2026-01-04 14:00:00,ENG-02,95.21,2.888,43.45,3108.4,19,95.2,43.45,52.4,74.5,4
2026-01-04 15:00:00,ENG-02,94.16,2.743,42.68,3040.9,21,94.2,42.68,50.0,67.2,4
2026-01-04 16:00:00,ENG-02,90.04,2.821,39.86,2969.2,19,90.0,39.86,51.2,39.4,2
2026-01-04 17:00:00,ENG-02,94.47,2.788,42.74,3055.5,18,94.5,42.74,50.6,68.6,4
2026-01-04 18:00:00,ENG-02,91.1,2.704,40.42,2953.8,18,91.1,40.42,49.1,45.8,3
2026-01-04 19:00:00,ENG-02,90.56,2.794,39.98,2965.1,18,90.6,39.98,50.5,41.9,2
2026-01-04 20:00:00,ENG-02,90.43,2.827,39.82,2969.2,20,90.4,39.82,50.9,40.7,2
2026-01-04 21:00:00,ENG-02,91.85,2.644,40.69,2945.6,19,91.8,40.69,47.9,49.8,3
2026-01-04 22:00:00,ENG-02,93.11,3.923,41.46,2959.2,17,103.2,41.46,47.2,57.9,3
2026-01-04 23:00:00,ENG-02,90.47,2.866,39.63,2973.5,21,90.5,39.63,51.3,40.0,2
2026-01-05 00:00:00,ENG-02,92.22,2.638,40.72,2944.1,18,92.2,40.72,47.6,51.3,3
2026-01-05 01:00:00,ENG-02,95.82,2.984,43.05,3121.2,20,95.8,43.05,53.0,75.0,4
2026-01-05 02:00:00,ENG-02,91.27,2.799,39.94,2964.3,17,91.3,39.94,50.0,44.3,2
2026-01-05 03:00:00,ENG-02,92.36,2.662,40.59,2946.6,18,92.4,40.59,47.7,51.3,3
2026-01-05 04:00:00,ENG-02,93.68,2.69,41.4,2981.3,16,93.7,41.4,48.1,59.7,3
2026-01-05 05:00:00,ENG-02,92.92,2.614,40.82,2940.1,17,92.9,40.82,46.8,54.3,3
2026-01-05 06:00:00,ENG-02,94.66,2.827,41.9,3037.5,20,94.7,41.9,50.1,65.6,4
2026-01-05 07:00:00,ENG-02,97.47,3.219,43.7,3210.2,18,97.5,43.7,56.3,84.0,5
2026-01-05 08:00:00,ENG-02,92.84,2.67,40.54,2946.6,16,92.8,40.54,47.4,52.8,3
2026-01-05 09:00:00,ENG-02,91.25,2.906,39.41,2976.6,17,91.2,39.41,51.1,41.8,2
2026-01-05 10:00:00,ENG-02,91.66,2.864,39.6,2971.1,17,91.7,39.6,50.4,44.2,2
2026-01-05 11:00:00,ENG-02,93.1,2.679,40.49,2947.2,16,93.1,40.49,47.3,53.5,3
2026-01-05 12:00:00,ENG-02,92.38,2.793,39.94,2961.6,18,92.4,39.94,49.1,48.4,3
2026-01-05 13:00:00,ENG-02,92.13,2.843,39.7,2967.8,20,92.1,39.7,49.8,46.3,3
2026-01-05 14:00:00,ENG-02,97.14,3.18,42.97,3173.9,18,97.1,42.97,55.1,79.5,4
2026-01-05 15:00:00,ENG-02,95.89,3.008,42.06,3093.7,18,95.9,42.06,52.3,70.8,4
2026-01-05 16:00:00,ENG-02,91.02,3.042,38.74,2992.6,16,91.0,38.74,52.7,38.0,2
2026-01-05 17:00:00,ENG-02,94.83,2.863,41.21,3023.4,16,94.8,41.21,49.8,63.1,4
2026-01-05 18:00:00,ENG-02,93.8,2.72,40.44,2956.9,18,93.8,40.44,47.4,55.9,3
2026-01-05 19:00:00,ENG-02,91.82,2.974,39.05,2983.4,18,91.8,39.05,51.4,42.3,2
2026-01-05 20:00:00,ENG-02,94.09,2.762,40.49,2970.0,20,94.1,40.49,47.9,57.1,3
2026-01-05 21:00:00,ENG-02,97.2,3.196,42.49,3161.6,15,97.2,42.49,54.8,77.5,4
2026-01-05 22:00:00,ENG-02,90.65,3.181,38.05,3009.3,17,90.7,38.05,54.5,33.5,2
2026-01-05 23:00:00,ENG-02,93.61,2.786,39.94,2958.5,16,93.6,39.94,48.1,52.9,3
2026-01-06 00:00:00,ENG-02,91.35,3.114,38.37,3000.3,19,91.4,38.37,53.3,37.5,2
2026-01-06 01:00:00,ENG-02,93.36,2.85,39.63,2966.4,16,93.4,39.63,49.0,50.6,3
2026-01-06 02:00:00,ENG-02,92.76,2.948,39.16,2978.6,19,92.8,39.16,50.4,46.3,3
2026-01-06 03:00:00,ENG-02,92.91,2.942,39.18,2977.7,19,92.9,39.18,50.3,46.9,3
2026-01-06 04:00:00,ENG-02,93.33,2.899,39.39,2972.0,15,93.3,39.39,49.5,49.4,3
2026-01-06 05:00:00,ENG-02,94.64,2.848,40.19,2983.9,15,94.6,40.19,48.6,57.8,3
2026-01-06 06:00:00,ENG-02,93.81,2.862,39.56,2966.9,15,93.8,39.56,48.7,51.9,3
2026-01-06 07:00:00,ENG-02,97.22,3.208,41.76,3140.0,19,97.2,41.76,54.2,74.3,4
2026-01-06 08:00:00,ENG-02,93.35,2.955,39.11,2978.4,16,93.3,39.11,50.1,48.2,3
2026-01-06 09:00:00,ENG-02,94.5,2.832,39.8,2965.8,17,94.5,39.8,48.0,55.5,3
2026-01-06 10:00:00,ENG-02,91.66,3.219,37.83,3011.8,19,91.7,37.83,54.1,36.3,2
2026-01-06 11:00:00,ENG-02,92.9,3.062,38.59,2991.5,18,92.9,38.59,51.5,44.2,2
2026-01-06 12:00:00,ENG-02,92.54,3.127,38.27,2999.6,15,92.5,38.27,52.5,41.5,2
2026-01-06 13:00:00,ENG-02,94.62,2.853,39.59,2964.3,17,94.6,39.59,48.0,55.0,3
2026-01-06 14:00:00,ENG-02,93.33,3.046,38.65,2988.8,15,93.3,38.65,51.0,46.1,3
2026-01-06 15:00:00,ENG-02,92.55,3.17,38.06,3004.4,17,92.6,38.06,52.9,40.6,2
2026-01-06 16:00:00,ENG-02,92.2,3.233,37.75,3012.4,18,92.2,37.75,53.9,37.9,2
2026-01-06 17:00:00,ENG-02,91.24,3.382,37.04,3031.2,14,91.2,37.04,56.2,31.1,2
2026-01-06 18:00:00,ENG-02,93.36,3.101,38.38,2995.1,16,93.4,38.38,51.6,45.0,2
2026-01-06 19:00:00,ENG-02,97.01,3.192,40.74,3099.7,16,97.0,40.74,52.9,69.0,4
2026-01-06 20:00:00,ENG-02,92.31,3.277,37.53,3017.2,17,92.3,37.53,54.2,37.3,2
2026-01-06 21:00:00,ENG-02,94.46,2.994,38.89,2980.8,16,94.5,38.89,49.6,51.3,3
2026-01-06 22:00:00,ENG-02,95.02,2.931,39.18,2972.5,17,95.0,39.18,48.5,54.7,3
2026-01-06 23:00:00,ENG-02,94.43,3.028,38.72,2984.7,15,94.4,38.72,50.0,50.4,3
2026-01-07 00:00:00,ENG-02,99.08,3.483,41.74,3216.5,17,99.1,41.74,57.2,81.1,5
2026-01-07 01:00:00,ENG-02,94.98,2.981,38.94,2978.3,16,95.0,38.94,49.1,53.4,3
2026-01-07 02:00:00,ENG-02,91.48,3.481,36.53,3042.2,15,91.5,36.53,57.0,29.8,2
2026-01-07 03:00:00,ENG-02,92.93,3.295,37.43,3018.1,14,92.9,37.43,53.9,39.1,2
2026-01-07 04:00:00,ENG-02,94.73,3.059,38.55,2987.7,14,94.7,38.55,50.1,50.8,3
2026-01-07 05:00:00,ENG-02,95.89,3.045,39.25,3006.7,16,95.9,39.25,49.8,58.2,3
2026-01-07 06:00:00,ENG-02,96.68,3.156,39.7,3053.9,18,96.7,39.7,51.5,63.1,4
2026-01-07 07:00:00,ENG-02,93.86,3.225,37.75,3008.3,14,93.9,37.75,52.5,44.0,2
2026-01-07 08:00:00,ENG-02,96.47,3.129,39.41,3036.0,16,96.5,39.41,50.9,61.0,3
2026-01-07 09:00:00,ENG-02,96.46,3.128,39.33,3033.1,16,96.5,39.33,50.8,60.6,3
2026-01-07 10:00:00,ENG-02,97.25,3.24,39.79,3080.4,16,97.3,39.79,52.5,65.6,4
2026-01-07 11:00:00,ENG-02,94.79,4.969,38.07,2998.6,16,108.0,38.07,51.1,48.8,3
2026-01-07 12:00:00,ENG-02,93.75,3.315,37.31,3018.8,17,93.7,37.31,53.5,41.6,2
2026-01-07 13:00:00,ENG-02,96.98,3.205,39.38,3056.3,16,97.0,39.38,51.7,62.8,3
2026-01-07 14:00:00,ENG-02,96.77,3.177,39.17,3041.1,16,96.8,39.17,51.2,61.1,3
2026-01-07 15:00:00,ENG-02,97.79,3.319,39.78,3102.2,14,97.8,39.78,53.4,67.5,4
2026-01-07 16:00:00,ENG-02,96.06,3.08,38.55,2992.2,16,96.1,38.55,49.5,55.6,3
2026-01-07 17:00:00,ENG-02,99.05,3.496,40.47,3176.1,15,99.0,40.47,56.0,75.3,4
2026-01-07 18:00:00,ENG-02,96.71,3.173,38.84,3028.6,14,96.7,38.84,50.8,59.4,3
2026-01-07 19:00:00,ENG-02,98.12,3.37,39.7,3113.9,16,98.1,39.7,53.8,68.4,4
2026-01-07 20:00:00,ENG-02,93.07,3.528,36.26,3044.5,13,93.1,36.26,56.3,34.4,2
2026-01-07 21:00:00,ENG-02,94.4,3.357,37.08,3022.5,16,94.4,37.08,53.5,42.9,2
2026-01-07 22:00:00,ENG-02,94.61,3.343,37.14,3020.5,17,94.6,37.14,53.2,44.0,2
2026-01-07 23:00:00,ENG-02,96.79,3.189,38.52,3022.1,17,96.8,38.52,50.6,58.2,3
2026-01-01 00:00:00,ENG-03,90.64,2.167,46.76,3020.4,25,90.6,46.76,47.9,72.6,4
2026-01-01 01:00:00,ENG-03,88.26,4.728,45.02,2867.6,25,98.3,45.02,42.4,56.1,3
2026-01-01 02:00:00,ENG-03,87.04,1.995,44.05,2880.2,21,87.0,44.05,44.8,47.2,3
2026-01-01 03:00:00,ENG-03,88.77,1.913,45.04,2889.2,23,88.8,45.04,43.3,58.0,3
2026-01-01 04:00:00,ENG-03,92.28,2.403,47.23,3103.1,21,92.3,47.23,51.0,80.7,4
2026-01-01 05:00:00,ENG-03,89.04,1.955,44.92,2896.7,22,89.0,44.92,43.6,58.4,3
2026-01-01 06:00:00,ENG-03,89.46,2.015,45.04,2918.0,21,89.5,45.04,44.4,60.5,3
2026-01-01 07:00:00,ENG-03,86.05,2.29,42.61,2915.8,23,86.0,42.61,48.6,37.1,2
2026-01-01 08:00:00,ENG-03,86.64,2.239,42.85,2908.8,25,86.6,42.85,47.6,40.3,2
2026-01-01 09:00:00,ENG-03,87.24,2.187,43.09,2901.8,22,87.2,43.09,46.6,43.6,2
2026-01-01 10:00:00,ENG-03,91.58,2.319,45.83,3030.9,23,91.6,45.83,48.6,71.9,4
2026-01-01 11:00:00,ENG-03,91.7,2.337,45.76,3033.5,23,91.7,45.76,48.7,72.0,4
2026-01-01 12:00:00,ENG-03,85.51,2.52,41.48,2943.1,24,85.5,41.48,51.5,30.1,2
2026-01-01 13:00:00,ENG-03,91.61,2.329,45.38,3018.1,22,91.6,45.38,48.2,70.0,4
2026-01-01 14:00:00,ENG-03,87.1,2.362,42.22,2922.1,20,87.1,42.22,48.6,39.2,2
2026-01-01 15:00:00,ENG-03,91.11,2.263,44.74,2977.2,21,91.1,44.74,46.8,65.2,4
2026-01-01 16:00:00,ENG-03,94.07,2.677,46.56,3156.7,23,94.1,46.56,53.3,84.3,5
2026-01-01 17:00:00,ENG-03,90.06,2.122,43.73,2902.3,21,90.1,43.73,44.2,56.8,3
2026-01-01 18:00:00,ENG-03,90.76,2.221,44.04,2941.3,21,90.8,44.04,45.7,60.8,3
2026-01-01 19:00:00,ENG-03,90.66,2.21,43.82,2930.5,23,90.7,43.82,45.3,59.5,3
2026-01-01 20:00:00,ENG-03,92.49,2.466,44.88,3039.3,23,92.5,44.88,49.2,71.0,4
2026-01-01 21:00:00,ENG-03,87.36,2.545,41.31,2942.5,21,87.4,41.31,50.3,36.1,2
2026-01-01 22:00:00,ENG-03,88.85,2.368,42.15,2919.5,19,88.9,42.15,47.3,45.3,3
2026-01-01 23:00:00,ENG-03,86.51,2.725,40.43,2964.8,19,86.5,40.43,52.9,29.0,2
2026-01-02 00:00:00,ENG-03,90.66,2.221,43.04,2906.5,19,90.7,43.04,44.6,56.0,3
2026-01-02 01:00:00,ENG-03,86.82,2.744,40.33,2966.4,19,86.8,40.33,52.8,29.7,2
2026-01-02 02:00:00,ENG-03,90.37,2.282,42.54,2906.8,21,90.4,42.54,45.3,52.6,3
2026-01-02 03:00:00,ENG-03,92.39,2.467,43.72,2999.3,23,92.4,43.72,48.0,65.4,4
2026-01-02 04:00:00,ENG-03,92.3,2.456,43.51,2988.8,22,92.3,43.51,47.7,64.1,4
2026-01-02 05:00:00,ENG-03,90.72,2.328,42.3,2911.4,19,90.7,42.3,45.5,52.9,3
2026-01-02 06:00:00,ENG-03,92.76,2.524,43.51,3008.0,21,92.8,43.51,48.4,65.8,4
2026-01-02 07:00:00,ENG-03,90.4,2.434,41.78,2924.2,21,90.4,41.78,46.8,49.4,3
2026-01-02 08:00:00,ENG-03,92.75,2.528,43.19,2998.1,18,92.8,43.19,48.2,64.4,4
2026-01-02 09:00:00,ENG-03,92.78,2.533,43.05,2994.7,21,92.8,43.05,48.1,63.8,4
2026-01-02 10:00:00,ENG-03,90.89,2.46,41.64,2926.2,21,90.9,41.64,46.7,50.5,3
2026-01-02 11:00:00,ENG-03,91.76,2.396,42.06,2921.8,21,91.8,42.06,45.5,55.6,3
2026-01-02 12:00:00,ENG-03,94.39,2.764,43.66,3080.8,19,94.4,43.66,51.3,72.5,4
2026-01-02 13:00:00,ENG-03,91.57,2.46,41.62,2924.9,17,91.6,41.62,46.2,52.9,3
2026-01-02 14:00:00,ENG-03,92.96,2.569,42.39,2981.9,20,93.0,42.39,47.8,61.5,3
2026-01-02 15:00:00,ENG-03,96.12,3.01,44.35,3173.7,20,96.1,44.35,54.7,81.9,5
2026-01-02 16:00:00,ENG-03,93.11,2.594,42.18,2981.5,17,93.1,42.18,47.8,61.1,3
2026-01-02 17:00:00,ENG-03,91.86,2.544,41.2,2934.0,18,91.9,41.2,46.9,52.1,3
2026-01-02 18:00:00,ENG-03,89.68,2.878,39.59,2976.4,17,89.7,39.59,52.0,36.9,2
2026-01-02 19:00:00,ENG-03,90.77,2.757,40.16,2960.5,20,90.8,40.16,49.9,43.5,2
2026-01-02 20:00:00,ENG-03,96.49,3.072,43.81,3172.7,21,96.5,43.81,54.8,80.9,4
2026-01-02 21:00:00,ENG-03,94.73,2.83,42.49,3058.4,17,94.7,42.49,50.8,68.4,4
2026-01-02 22:00:00,ENG-03,93.76,4.861,41.69,2993.5,20,102.2,41.69,48.5,61.3,3
2026-01-02 23:00:00,ENG-03,93.27,2.631,41.2,2957.9,20,93.3,41.2,47.2,57.3,3
2026-01-03 00:00:00,ENG-03,89.71,3.061,38.67,2997.3,18,89.7,38.67,53.9,32.9,2
2026-01-03 01:00:00,ENG-03,93.91,2.725,41.32,2988.6,18,93.9,41.32,48.4,60.2,3
2026-01-03 02:00:00,ENG-03,89.62,3.136,38.3,3006.1,17,89.6,38.3,54.8,30.9,2
2026-01-03 03:00:00,ENG-03,92.76,2.731,40.24,2953.8,20,92.8,40.24,48.2,51.1,3
2026-01-03 04:00:00,ENG-03,94.1,2.757,40.98,2985.6,19,94.1,40.98,48.4,59.3,3
2026-01-03 05:00:00,ENG-03,91.98,2.902,39.41,2974.8,17,92.0,39.41,50.5,44.5,2
2026-01-03 06:00:00,ENG-03,93.8,2.719,40.46,2957.2,16,93.8,40.46,47.5,55.9,3
2026-01-03 07:00:00,ENG-03,93.3,2.781,39.98,2958.6,19,93.3,39.98,48.3,51.9,3
2026-01-03 08:00:00,ENG-03,92.08,2.982,39.01,2983.8,16,92.1,39.01,51.3,43.1,2
2026-01-03 09:00:00,ENG-03,95.0,2.892,40.8,3017.5,15,95.0,40.8,49.7,61.8,3
2026-01-03 10:00:00,ENG-03,94.79,2.866,40.5,2999.9,19,94.8,40.5,49.1,59.8,3
2026-01-03 11:00:00,ENG-03,88.29,3.602,36.01,3061.9,16,88.3,36.01,60.7,15.7,1
2026-01-03 12:00:00,ENG-03,95.78,3.008,40.85,3051.9,18,95.8,40.85,51.0,65.0,4
2026-01-03 13:00:00,ENG-03,92.09,3.136,38.24,3001.4,15,92.1,38.24,52.9,39.7,2
2026-01-03 14:00:00,ENG-03,89.48,3.53,36.34,3051.5,19,89.5,36.34,59.1,21.5,1
2026-01-03 15:00:00,ENG-03,94.86,2.886,39.77,2980.0,18,94.9,39.77,48.6,56.7,3
2026-01-03 16:00:00,ENG-03,94.47,2.899,39.36,2969.9,17,94.5,39.36,48.6,53.4,3
2026-01-03 17:00:00,ENG-03,92.36,3.224,37.79,3011.0,15,92.4,37.79,53.6,38.7,2
2026-01-03 18:00:00,ENG-03,97.49,3.257,41.06,3129.3,18,97.5,41.06,54.0,72.2,4
2026-01-03 19:00:00,ENG-03,94.06,3.049,38.62,2987.8,15,94.1,38.62,50.5,48.6,3
2026-01-03 20:00:00,ENG-03,97.64,3.283,40.85,3129.4,16,97.6,40.85,54.1,71.8,4
2026-01-03 21:00:00,ENG-03,94.44,3.06,38.56,2988.3,17,94.4,38.56,50.3,49.7,3
2026-01-03 22:00:00,ENG-03,93.23,3.259,37.6,3013.4,15,93.2,37.6,53.3,41.0,2
2026-01-03 23:00:00,ENG-03,96.35,3.111,39.53,3034.7,17,96.4,39.53,50.8,61.1,3
2026-01-04 00:00:00,ENG-03,95.89,3.049,39.06,3001.3,17,95.9,39.06,49.6,57.3,3
2026-01-04 01:00:00,ENG-03,95.6,3.023,38.71,2981.9,17,95.6,38.71,49.0,54.7,3
2026-01-04 02:00:00,ENG-03,96.82,3.182,39.37,3049.3,13,96.8,39.37,51.4,62.1,3
2026-01-04 03:00:00,ENG-03,94.61,3.223,37.74,3006.7,13,94.6,37.74,51.9,46.7,3
2026-01-04 04:00:00,ENG-03,95.74,3.097,38.34,2990.2,16,95.7,38.34,49.7,53.5,3
2026-01-04 05:00:00,ENG-03,95.59,3.149,38.08,2996.5,17,95.6,38.08,50.4,51.8,3
2026-01-04 06:00:00,ENG-03,95.88,3.141,38.12,2994.9,17,95.9,38.12,50.1,53.1,3
2026-01-04 07:00:00,ENG-03,96.25,3.12,38.21,2991.8,14,96.3,38.21,49.6,54.9,3
2026-01-04 08:00:00,ENG-03,93.15,3.582,35.99,3050.5,16,93.2,35.99,56.8,33.5,2
2026-01-04 09:00:00,ENG-03,95.87,3.235,37.65,3005.8,16,95.9,37.65,51.1,50.9,3
2026-01-04 10:00:00,ENG-03,97.27,3.262,38.43,3039.1,15,97.3,38.43,51.3,59.6,3
2026-01-04 11:00:00,ENG-03,98.97,3.499,39.4,3139.8,15,99.0,39.4,55.0,70.2,4
2026-01-04 12:00:00,ENG-03,102.03,3.927,41.29,3325.5,16,102.0,41.29,61.6,89.9,5
2026-01-04 13:00:00,ENG-03,96.26,3.307,37.28,3013.3,16,96.3,37.28,51.5,50.7,3
2026-01-04 14:00:00,ENG-03,97.53,3.305,37.97,3035.6,14,97.5,37.97,51.3,58.4,3
2026-01-04 15:00:00,ENG-03,95.83,3.428,36.69,3027.9,16,95.8,36.69,53.1,46.5,3
2026-01-04 16:00:00,ENG-03,98.2,3.403,38.11,3067.8,16,98.2,38.11,52.6,61.5,3
2026-01-04 17:00:00,ENG-03,97.74,3.341,37.65,3034.3,14,97.7,37.65,51.4,57.8,3
2026-01-04 18:00:00,ENG-03,97.82,3.354,37.54,3034.4,15,97.8,37.54,51.4,57.6,3
2026-01-04 19:00:00,ENG-03,97.55,3.319,37.21,3012.9,12,97.5,37.21,50.7,55.1,3
2026-01-04 20:00:00,ENG-03,97.22,3.391,36.84,3021.2,15,97.2,36.84,51.7,52.2,3
2026-01-04 21:00:00,ENG-03,99.0,3.524,37.86,3093.4,14,99.0,37.86,53.6,63.4,4
2026-01-04 22:00:00,ENG-03,96.75,3.519,36.21,3036.6,13,96.8,36.21,53.4,47.7,3
2026-01-04 23:00:00,ENG-03,98.39,3.444,37.15,3046.2,11,98.4,37.15,52.0,57.9,3
2026-01-05 00:00:00,ENG-03,97.72,3.447,36.55,3026.6,12,97.7,36.55,51.9,52.7,3
2026-01-05 01:00:00,ENG-03,96.39,3.663,35.5,3053.8,15,96.4,35.5,55.2,43.2,2
2026-01-05 02:00:00,ENG-03,97.08,3.598,35.81,3045.0,12,97.1,35.81,54.0,47.1,3
2026-01-05 03:00:00,ENG-03,98.05,3.495,36.3,3031.4,14,98.0,36.3,52.1,52.9,3
2026-01-05 04:00:00,ENG-03,98.53,3.474,36.46,3030.6,13,98.5,36.46,51.6,55.3,3
2026-01-05 05:00:00,ENG-03,98.8,3.514,36.49,3043.1,11,98.8,36.49,52.1,56.5,3
2026-01-05 06:00:00,ENG-03,100.19,3.709,37.26,3124.6,13,100.2,37.26,55.1,65.0,4
2026-01-05 07:00:00,ENG-03,101.36,3.873,37.88,3192.2,10,101.4,37.88,57.5,72.1,4
2026-01-05 08:00:00,ENG-03,99.63,3.635,36.57,3079.8,14,99.6,36.57,53.5,59.9,3
2026-01-05 09:00:00,ENG-03,98.43,3.63,35.62,3046.2,13,98.4,35.62,53.3,51.2,3
2026-01-05 10:00:00,ENG-03,100.96,3.825,37.15,3153.4,11,101.0,37.15,56.2,67.4,4
2026-01-05 11:00:00,ENG-03,98.78,3.644,35.54,3047.2,11,98.8,35.54,53.2,52.1,3
2026-01-05 12:00:00,ENG-03,101.64,3.923,37.3,3186.1,10,101.6,37.3,57.5,70.5,4
2026-01-05 13:00:00,ENG-03,101.98,3.973,37.37,3202.4,13,102.0,37.37,58.1,72.1,4
2026-01-05 14:00:00,ENG-03,101.22,3.869,36.7,3150.2,11,101.2,36.7,56.2,66.3,4
2026-01-05 15:00:00,ENG-03,100.71,5.275,36.21,3113.4,12,116.1,36.21,55.0,62.2,3
2026-01-05 16:00:00,ENG-03,98.9,3.783,34.84,3062.9,9,98.9,34.84,54.5,49.4,3
2026-01-05 17:00:00,ENG-03,100.25,3.741,35.59,3075.5,9,100.3,35.59,53.7,57.8,3
2026-01-05 18:00:00,ENG-03,100.92,3.836,35.88,3112.5,9,100.9,35.88,55.0,61.5,3
2026-01-05 19:00:00,ENG-03,97.02,4.138,33.12,3107.1,12,97.0,33.12,59.7,34.8,2
2026-01-05 20:00:00,ENG-03,101.08,6.109,35.68,3112.8,13,116.1,35.68,55.1,61.2,3
2026-01-05 21:00:00,ENG-03,98.27,4.027,33.64,3092.0,10,98.3,33.64,57.6,41.7,2
2026-01-05 22:00:00,ENG-03,97.64,4.145,33.07,3106.7,12,97.6,33.07,59.3,36.8,2
2026-01-05 23:00:00,ENG-03,98.93,3.996,33.78,3087.3,10,98.9,33.78,56.7,44.8,2
2026-01-06 00:00:00,ENG-03,101.88,3.982,35.59,3143.3,12,101.9,35.59,56.3,63.7,4
2026-01-06 01:00:00,ENG-03,100.0,3.911,34.18,3075.5,9,100.0,34.18,55.0,50.5,3
2026-01-06 02:00:00,ENG-03,100.44,3.88,34.32,3071.1,9,100.4,34.32,54.4,52.8,3
2026-01-06 03:00:00,ENG-03,99.31,4.069,33.41,3094.9,8,99.3,33.41,57.2,44.5,2
2026-01-06 04:00:00,ENG-03,100.03,4.0,33.73,3085.6,10,100.0,33.73,55.9,48.6,3
2026-01-06 05:00:00,ENG-03,101.91,3.997,34.83,3121.1,11,101.9,34.83,55.7,60.4,3
2026-01-06 06:00:00,ENG-03,102.82,4.126,35.28,3173.1,9,102.8,35.28,57.6,65.8,4
2026-01-06 07:00:00,ENG-03,100.68,4.003,33.7,3084.8,8,100.7,33.7,55.5,50.8,3
2026-01-06 08:00:00,ENG-03,96.6,4.601,30.82,3160.9,12,96.6,30.82,64.9,22.9,1
2026-01-06 09:00:00,ENG-03,102.2,4.045,34.4,3119.5,7,102.2,34.4,55.8,59.5,3
2026-01-06 10:00:00,ENG-03,100.99,4.054,33.44,3090.1,9,101.0,33.44,55.8,50.8,3
2026-01-06 11:00:00,ENG-03,102.42,4.081,34.24,3124.1,10,102.4,34.24,56.0,59.7,3
2026-01-06 12:00:00,ENG-03,103.14,4.182,34.56,3163.9,8,103.1,34.56,57.5,63.7,4
2026-01-06 13:00:00,ENG-03,100.79,4.175,32.84,3104.3,8,100.8,32.84,57.2,47.4,3
2026-01-06 14:00:00,ENG-03,100.15,4.295,32.26,3119.2,10,100.2,32.26,59.0,42.4,2
2026-01-06 15:00:00,ENG-03,100.18,4.322,32.12,3122.2,8,100.2,32.12,59.2,41.9,2
2026-01-06 16:00:00,ENG-03,101.49,4.172,32.84,3102.6,10,101.5,32.84,56.6,49.9,3
2026-01-06 17:00:00,ENG-03,100.41,4.353,31.96,3125.3,11,100.4,31.96,59.4,42.1,2
2026-01-06 18:00:00,ENG-03,101.98,4.166,32.86,3101.0,9,102.0,32.86,56.2,51.8,3
2026-01-06 19:00:00,ENG-03,102.56,4.117,33.08,3094.3,8,102.6,33.08,55.2,55.0,3
2026-01-06 20:00:00,ENG-03,102.59,4.144,32.95,3097.4,6,102.6,32.95,55.5,54.5,3
2026-01-06 21:00:00,ENG-03,103.54,4.257,33.43,3145.6,9,103.5,33.43,57.1,60.1,3
2026-01-06 22:00:00,ENG-03,104.45,4.385,33.88,3197.1,9,104.4,33.88,59.0,65.5,4
2026-01-06 23:00:00,ENG-03,104.23,4.357,33.58,3179.1,10,104.2,33.58,58.4,63.4,4
2026-01-07 00:00:00,ENG-03,100.46,4.564,30.91,3149.5,8,100.5,30.91,61.5,37.5,2
2026-01-07 01:00:00,ENG-03,101.16,7.163,31.22,3140.6,6,116.7,31.22,60.3,41.5,2
2026-01-07 02:00:00,ENG-03,102.99,4.276,32.28,3111.8,10,103.0,32.28,56.6,52.9,3
2026-01-07 03:00:00,ENG-03,107.11,4.765,34.87,3338.9,8,107.1,34.87,64.2,79.7,4
2026-01-07 04:00:00,ENG-03,102.47,4.411,31.62,3128.2,9,102.5,31.62,58.4,48.1,3
2026-01-07 05:00:00,ENG-03,105.2,4.504,33.29,3210.4,7,105.2,33.29,59.7,65.6,4
2026-01-07 06:00:00,ENG-03,101.73,4.576,30.82,3148.5,8,101.7,30.82,60.7,41.7,2
2026-01-07 07:00:00,ENG-03,101.41,4.652,30.45,3157.8,5,101.4,30.45,61.7,38.9,2
2026-01-07 08:00:00,ENG-03,104.39,4.398,32.28,3145.5,8,104.4,32.28,57.5,58.1,3
2026-01-07 09:00:00,ENG-03,102.47,4.567,30.85,3146.0,6,102.5,30.85,60.0,44.6,2
2026-01-07 10:00:00,ENG-03,105.55,4.563,32.74,3207.9,8,105.5,32.74,59.8,64.4,4
2026-01-07 11:00:00,ENG-03,101.79,4.723,30.08,3165.2,7,101.8,30.08,62.2,38.7,2
2026-01-07 12:00:00,ENG-03,106.84,4.747,33.3,3279.1,7,106.8,33.3,62.4,71.7,4
2026-01-07 13:00:00,ENG-03,104.36,4.429,31.49,3126.7,6,104.4,31.49,57.1,54.4,3
2026-01-07 14:00:00,ENG-03,107.12,4.79,33.17,3286.6,8,107.1,33.17,62.8,72.1,4
