timestamp,machine_id,temperature,vibration,pressure,rpm,failure_within_days
2025-01-09T20:00:00,Machine 2,71.47,3.317,103.25,1725.1,27
2025-01-09T21:00:00,Machine 2,73.03,2.911,105.55,1740.4,27
2025-01-09T22:00:00,Machine 2,70.50,2.471,101.72,1714.8,27
2025-01-09T23:00:00,Machine 2,72.13,3.084,104.15,1730.9,29
2025-01-10T00:00:00,Machine 2,72.15,2.641,104.14,1730.7,28
2025-01-10T01:00:00,Machine 2,72.68,3.156,104.91,1735.8,29
2025-01-10T02:00:00,Machine 2,71.66,2.807,103.34,1725.3,27
2025-01-10T03:00:00,Machine 2,72.64,3.317,104.77,1734.8,27
2025-01-10T04:00:00,Machine 2,70.81,3.164,101.99,1716.2,27
2025-01-10T05:00:00,Machine 2,72.29,3.115,104.18,1730.7,29
2025-01-10T06:00:00,Machine 2,72.87,2.661,105.01,1736.2,28
2025-01-10T07:00:00,Machine 2,73.10,3.060,105.33,1738.3,28
2025-01-10T08:00:00,Machine 2,70.96,2.958,102.09,1716.6,26
2025-01-10T09:00:00,Machine 2,71.95,2.926,103.55,1726.2,26
2025-01-10T10:00:00,Machine 2,69.53,2.645,99.89,1701.8,29
2025-01-10T11:00:00,Machine 2,72.72,2.794,104.63,1733.4,26
2025-01-10T12:00:00,Machine 2,70.74,3.071,101.62,1713.2,25
2025-01-10T13:00:00,Machine 2,71.82,3.372,103.22,1723.8,27
2025-01-10T14:00:00,Machine 2,70.32,2.398,100.93,1708.5,26
2025-01-10T15:00:00,Machine 2,70.68,2.536,101.43,1711.8,28
2025-01-10T16:00:00,Machine 2,70.27,3.290,100.79,1707.4,28
2025-01-10T17:00:00,Machine 2,72.44,3.354,104.02,1728.9,28
2025-01-10T18:00:00,Machine 2,70.26,2.632,100.71,1706.8,29
2025-01-10T19:00:00,Machine 2,72.72,2.927,104.36,1731.1,26
2025-01-10T20:00:00,Machine 2,71.41,2.862,102.36,1717.7,29
2025-01-10T21:00:00,Machine 2,71.34,2.692,102.24,1716.8,28
2025-01-10T22:00:00,Machine 2,71.48,2.557,102.41,1717.9,28
2025-01-10T23:00:00,Machine 2,72.59,2.728,104.04,1728.6,29
2025-01-11T00:00:00,Machine 2,70.70,2.578,101.17,1709.5,29
2025-01-11T01:00:00,Machine 2,70.19,3.221,100.38,1704.1,26
2025-01-11T02:00:00,Machine 2,73.66,2.804,105.55,1738.5,28
2025-01-11T03:00:00,Machine 2,72.98,2.515,104.50,1731.5,26
2025-01-11T04:00:00,Machine 2,72.86,3.018,104.29,1730.0,26
2025-01-11T05:00:00,Machine 2,73.41,3.295,105.08,1735.2,27
2025-01-11T06:00:00,Machine 2,73.73,2.894,105.52,1738.1,28
2025-01-11T07:00:00,Machine 2,73.06,2.638,104.48,1731.1,25
2025-01-11T08:00:00,Machine 2,72.04,2.433,102.92,1720.6,28
2025-01-11T09:00:00,Machine 2,73.05,3.375,104.41,1730.5,28
2025-01-11T10:00:00,Machine 2,72.93,2.679,104.19,1728.9,27
2025-01-11T11:00:00,Machine 2,71.47,2.539,101.97,1714.1,26
2025-01-11T12:00:00,Machine 2,70.41,3.091,100.35,1703.2,25
2025-01-11T13:00:00,Machine 2,72.40,2.757,103.30,1722.8,27
2025-01-11T14:00:00,Machine 2,72.08,2.801,102.79,1719.4,26
2025-01-11T15:00:00,Machine 2,73.08,3.120,104.26,1729.1,26
2025-01-11T16:00:00,Machine 2,70.12,2.459,99.77,1699.2,28
2025-01-11T17:00:00,Machine 2,73.82,3.232,105.30,1735.9,28
2025-01-11T18:00:00,Machine 2,73.92,2.816,105.41,1736.6,27
2025-01-11T19:00:00,Machine 2,71.44,2.693,101.66,1711.5,27
2025-01-11T20:00:00,Machine 2,70.17,3.190,99.73,1698.6,28
2025-01-11T21:00:00,Machine 2,73.75,3.063,105.06,1734.1,27
2025-01-11T22:00:00,Machine 2,70.99,2.567,100.89,1706.2,29
2025-01-11T23:00:00,Machine 2,71.37,2.800,101.43,1709.7,26
2025-01-12T00:00:00,Machine 2,72.05,2.878,102.42,1716.3,27
2025-01-12T01:00:00,Machine 2,70.71,3.032,100.37,1702.6,25
2025-01-12T02:00:00,Machine 2,73.41,2.729,104.39,1729.3,26
2025-01-12T03:00:00,Machine 2,71.89,3.282,102.08,1713.8,27
2025-01-12T04:00:00,Machine 2,73.43,2.922,104.36,1729.0,28
2025-01-12T05:00:00,Machine 2,73.96,2.884,105.12,1734.0,26
2025-01-12T06:00:00,Machine 2,73.45,3.057,104.32,1728.6,25
2025-01-12T07:00:00,Machine 2,70.62,2.744,100.03,1700.0,27
2025-01-12T08:00:00,Machine 2,73.27,2.985,103.97,1726.2,29
2025-01-12T09:00:00,Machine 2,71.76,2.977,101.69,1710.9,26
2025-01-12T10:00:00,Machine 2,72.46,2.809,102.70,1717.6,29
2025-01-12T11:00:00,Machine 2,72.16,3.204,102.21,1714.2,26
2025-01-12T12:00:00,Machine 2,70.67,2.993,99.95,1699.1,25
2025-01-12T13:00:00,Machine 2,73.73,2.896,104.50,1729.4,28
2025-01-12T14:00:00,Machine 2,70.89,2.604,100.22,1700.8,26
2025-01-12T15:00:00,Machine 2,73.70,2.592,104.39,1728.5,27
2025-01-12T16:00:00,Machine 2,73.90,3.243,104.66,1730.2,26
2025-01-12T17:00:00,Machine 2,74.28,2.780,105.19,1733.7,27
2025-01-12T18:00:00,Machine 2,74.33,3.251,105.24,1733.9,27
2025-01-12T19:00:00,Machine 2,73.53,3.368,104.00,1725.7,28
2025-01-12T20:00:00,Machine 2,72.27,3.457,102.08,1712.8,26
2025-01-12T21:00:00,Machine 2,74.10,2.530,104.80,1730.9,25
2025-01-12T22:00:00,Machine 2,72.25,3.157,101.99,1712.1,26
2025-01-12T23:00:00,Machine 2,74.47,2.583,105.29,1734.0,28
2025-01-13T00:00:00,Machine 2,74.17,2.953,104.80,1730.7,28
2025-01-13T01:00:00,Machine 2,73.92,3.225,104.40,1727.9,28
2025-01-13T02:00:00,Machine 2,72.03,3.163,101.52,1708.7,25
2025-01-13T03:00:00,Machine 2,73.85,3.035,104.22,1726.6,26
2025-01-13T04:00:00,Machine 2,73.46,3.325,103.61,1722.5,27
2025-01-13T05:00:00,Machine 2,74.57,3.376,105.24,1733.3,27
2025-01-13T06:00:00,Machine 2,71.80,3.397,101.05,1705.3,26
2025-01-13T07:00:00,Machine 2,70.87,3.125,99.62,1695.7,29
2025-01-13T08:00:00,Machine 2,74.42,2.606,104.92,1731.0,28
2025-01-13T09:00:00,Machine 2,74.19,2.727,104.54,1728.4,26
2025-01-13T10:00:00,Machine 2,71.35,3.250,100.24,1699.6,29
2025-01-13T11:00:00,Machine 2,74.28,2.907,104.61,1728.7,27
2025-01-13T12:00:00,Machine 2,72.03,3.182,101.20,1705.9,26
2025-01-13T13:00:00,Machine 2,72.40,3.441,101.73,1709.4,28
2025-01-13T14:00:00,Machine 2,74.39,3.068,104.68,1729.0,29
2025-01-13T15:00:00,Machine 2,71.12,2.576,99.73,1696.0,25
2025-01-13T16:00:00,Machine 2,72.79,3.482,102.21,1712.4,26
2025-01-13T17:00:00,Machine 2,71.19,2.734,99.78,1696.1,26
2025-01-13T18:00:00,Machine 2,72.30,2.927,101.41,1707.0,26
2025-01-13T19:00:00,Machine 2,72.77,3.522,102.08,1711.4,28
2025-01-13T20:00:00,Machine 2,72.52,2.989,101.67,1708.6,28
2025-01-13T21:00:00,Machine 2,71.31,3.362,99.83,1696.2,25
2025-01-13T22:00:00,Machine 2,72.60,3.086,101.73,1708.9,27
2025-01-13T23:00:00,Machine 2,74.08,3.368,103.91,1723.3,26
2025-01-14T00:00:00,Machine 2,74.15,2.725,103.99,1723.7,28
2025-01-14T01:00:00,Machine 2,74.49,2.981,104.47,1726.9,26
2025-01-14T02:00:00,Machine 2,72.65,2.804,101.67,1708.2,28
2025-01-14T03:00:00,Machine 2,71.07,2.708,99.27,1692.1,26
2025-01-14T04:00:00,Machine 2,73.52,3.248,102.90,1716.3,28
2025-01-14T05:00:00,Machine 2,74.39,3.495,104.18,1724.7,26
2025-01-14T06:00:00,Machine 2,72.96,3.512,102.00,1710.1,26
2025-01-14T07:00:00,Machine 2,74.24,2.790,103.90,1722.7,27
2025-01-14T08:00:00,Machine 2,74.36,2.821,104.04,1723.6,27
2025-01-14T09:00:00,Machine 2,73.79,3.113,103.16,1717.7,25
2025-01-14T10:00:00,Machine 2,72.00,3.135,100.44,1699.5,26
2025-01-14T11:00:00,Machine 2,71.27,3.479,99.31,1691.9,27
2025-01-14T12:00:00,Machine 2,74.02,2.877,103.40,1719.1,27
2025-01-14T13:00:00,Machine 2,74.89,2.664,104.66,1727.5,26
2025-01-14T14:00:00,Machine 2,71.50,3.491,99.55,1693.3,28
2025-01-14T15:00:00,Machine 2,71.70,2.843,99.82,1695.0,28
2025-01-14T16:00:00,Machine 2,73.90,2.756,103.09,1716.7,26
2025-01-14T17:00:00,Machine 2,74.62,3.382,104.14,1723.7,25
2025-01-14T18:00:00,Machine 2,72.49,3.321,100.90,1702.0,26
2025-01-14T19:00:00,Machine 2,72.76,3.083,101.28,1704.5,25
2025-01-14T20:00:00,Machine 2,71.96,3.497,100.05,1696.2,25
2025-01-14T21:00:00,Machine 2,74.51,3.430,103.84,1721.5,28
2025-01-14T22:00:00,Machine 2,72.67,2.713,101.05,1702.8,26
2025-01-14T23:00:00,Machine 2,74.09,2.889,103.14,1716.6,26
2025-01-15T00:00:00,Machine 2,73.26,2.743,101.86,1708.1,26
2025-01-15T01:00:00,Machine 2,75.16,2.900,104.68,1726.8,26
2025-01-15T02:00:00,Machine 2,74.84,3.492,104.18,1723.4,25
2025-01-15T03:00:00,Machine 2,71.34,3.360,98.89,1688.1,25
2025-01-15T04:00:00,Machine 2,72.66,2.975,100.84,1701.0,25
2025-01-15T05:00:00,Machine 2,74.49,3.199,103.55,1719.0,25
2025-01-15T06:00:00,Machine 2,72.50,3.488,100.53,1698.9,24
2025-01-15T07:00:00,Machine 2,72.69,2.953,100.77,1700.4,28
2025-01-15T08:00:00,Machine 2,72.93,3.058,101.10,1702.5,26
2025-01-15T09:00:00,Machine 2,73.45,3.496,101.85,1707.5,26
2025-01-15T10:00:00,Machine 2,73.67,2.818,102.15,1709.4,27
2025-01-15T11:00:00,Machine 2,72.00,2.777,99.62,1692.4,26
2025-01-15T12:00:00,Machine 2,72.55,2.846,100.41,1697.7,25
2025-01-15T13:00:00,Machine 2,71.75,3.285,99.18,1689.4,26
2025-01-15T14:00:00,Machine 2,74.19,3.359,102.80,1713.4,24
2025-01-15T15:00:00,Machine 2,71.70,3.600,99.03,1688.2,26
2025-01-15T16:00:00,Machine 2,75.42,2.779,104.58,1725.2,26
2025-01-15T17:00:00,Machine 2,74.47,2.733,103.12,1715.4,25
2025-01-15T18:00:00,Machine 2,74.86,3.625,103.67,1719.0,28
2025-01-15T19:00:00,Machine 2,74.40,3.417,102.95,1714.1,28
2025-01-15T20:00:00,Machine 2,74.73,3.159,103.41,1717.1,28
2025-01-15T21:00:00,Machine 2,74.98,3.077,103.75,1719.4,26
2025-01-15T22:00:00,Machine 2,72.30,3.466,99.71,1692.3,25
2025-01-15T23:00:00,Machine 2,73.11,2.862,100.89,1700.2,26
2025-01-16T00:00:00,Machine 2,73.36,2.775,101.23,1702.4,25
2025-01-16T01:00:00,Machine 2,75.41,3.440,104.28,1722.6,27
2025-01-16T02:00:00,Machine 2,73.03,2.829,100.66,1698.5,24
2025-01-16T03:00:00,Machine 2,71.73,3.185,98.68,1685.2,27
2025-01-16T04:00:00,Machine 2,72.97,2.874,100.51,1697.3,25
2025-01-16T05:00:00,Machine 2,73.28,3.562,100.94,1700.1,26
2025-01-16T06:00:00,Machine 2,73.73,2.814,101.59,1704.4,28
2025-01-16T07:00:00,Machine 2,74.24,3.100,102.31,1709.2,24
2025-01-16T08:00:00,Machine 2,75.53,3.104,104.23,1721.8,28
2025-01-16T09:00:00,Machine 2,75.10,3.555,103.54,1717.2,25
2025-01-16T10:00:00,Machine 2,72.03,3.109,98.90,1686.2,24
2025-01-16T11:00:00,Machine 2,74.31,2.787,102.30,1708.8,28
2025-01-16T12:00:00,Machine 2,73.35,3.289,100.82,1698.9,27
2025-01-16T13:00:00,Machine 2,73.65,3.408,101.24,1701.6,28
2025-01-16T14:00:00,Machine 2,72.07,2.816,98.84,1685.6,27
2025-01-16T15:00:00,Machine 2,74.35,2.866,102.23,1708.1,26
2025-01-16T16:00:00,Machine 2,72.50,3.470,99.42,1689.3,28
2025-01-16T17:00:00,Machine 2,74.62,3.159,102.56,1710.2,27
2025-01-16T18:00:00,Machine 2,74.07,2.835,101.70,1704.4,25
2025-01-16T19:00:00,Machine 2,74.62,3.307,102.50,1709.7,24
2025-01-16T20:00:00,Machine 2,72.95,2.830,99.96,1692.6,27
2025-01-16T21:00:00,Machine 2,72.17,2.919,98.76,1684.6,24
2025-01-16T22:00:00,Machine 2,73.33,3.653,100.46,1695.9,28
2025-01-16T23:00:00,Machine 2,74.29,3.525,101.87,1705.2,27
2025-01-17T00:00:00,Machine 2,74.06,3.622,101.49,1702.6,25
2025-01-17T01:00:00,Machine 2,72.49,3.734,99.10,1686.6,27
2025-01-17T02:00:00,Machine 2,73.19,3.680,100.12,1693.4,28
2025-01-17T03:00:00,Machine 2,73.90,3.281,101.15,1700.2,27
2025-01-17T04:00:00,Machine 2,72.80,3.482,99.47,1688.9,25
2025-01-17T05:00:00,Machine 2,72.30,3.097,98.68,1683.6,25
2025-01-17T06:00:00,Machine 2,74.48,3.095,101.92,1705.1,25
2025-01-17T07:00:00,Machine 2,74.85,3.731,102.45,1708.6,25
2025-01-17T08:00:00,Machine 2,75.68,3.480,103.66,1716.5,24
2025-01-17T09:00:00,Machine 2,74.24,2.950,101.46,1701.8,27
2025-01-17T10:00:00,Machine 2,72.57,2.895,98.93,1684.9,26
2025-01-17T11:00:00,Machine 2,73.94,3.429,100.95,1698.3,26
2025-01-17T12:00:00,Machine 2,74.88,3.723,102.32,1707.4,27
2025-01-17T13:00:00,Machine 2,75.41,3.231,103.08,1712.4,25
2025-01-17T14:00:00,Machine 2,73.68,3.009,100.46,1694.9,24
2025-01-17T15:00:00,Machine 2,73.75,3.171,100.53,1695.3,25
2025-01-17T16:00:00,Machine 2,72.69,3.437,98.91,1684.4,26
2025-01-17T17:00:00,Machine 2,76.24,3.527,104.21,1719.6,24
2025-01-17T18:00:00,Machine 2,74.01,2.972,100.83,1697.1,27
2025-01-17T19:00:00,Machine 2,72.44,3.558,98.44,1681.1,27
2025-01-17T20:00:00,Machine 2,74.95,3.092,102.17,1705.9,26
2025-01-17T21:00:00,Machine 2,74.68,3.741,101.72,1702.9,28
2025-01-17T22:00:00,Machine 2,72.52,3.313,98.45,1681.0,25
2025-01-17T23:00:00,Machine 2,75.99,2.973,103.63,1715.4,24
2025-01-18T00:00:00,Machine 2,76.01,3.646,103.63,1715.4,27
2025-01-18T01:00:00,Machine 2,76.00,3.321,103.58,1714.9,25
2025-01-18T02:00:00,Machine 2,73.73,3.430,100.14,1692.0,25
2025-01-18T03:00:00,Machine 2,74.90,3.365,101.86,1703.4,25
2025-01-18T04:00:00,Machine 2,72.76,3.699,98.62,1681.7,26
2025-01-18T05:00:00,Machine 2,72.73,3.642,98.55,1681.2,24
2025-01-18T06:00:00,Machine 2,72.56,3.603,98.26,1679.2,27
2025-01-18T07:00:00,Machine 2,76.01,2.863,103.39,1713.4,27
2025-01-18T08:00:00,Machine 2,73.26,3.687,99.23,1685.6,24
2025-01-18T09:00:00,Machine 2,75.32,3.555,102.30,1706.0,24
2025-01-18T10:00:00,Machine 2,73.99,3.544,100.27,1692.4,28
2025-01-18T11:00:00,Machine 2,73.93,3.217,100.15,1691.5,25
2025-01-18T12:00:00,Machine 2,76.50,3.396,103.96,1716.8,24
2025-01-18T13:00:00,Machine 2,74.96,3.436,101.62,1701.2,26
2025-01-18T14:00:00,Machine 2,73.93,3.629,100.05,1690.7,24
2025-01-18T15:00:00,Machine 2,76.33,3.354,103.61,1714.3,24
2025-01-18T16:00:00,Machine 2,73.02,3.465,98.62,1680.9,27
2025-01-18T17:00:00,Machine 2,74.23,3.779,100.40,1692.8,27
2025-01-18T18:00:00,Machine 2,73.74,2.991,99.63,1687.5,26
2025-01-18T19:00:00,Machine 2,75.49,3.347,102.23,1704.8,26
2025-01-18T20:00:00,Machine 2,72.72,2.999,98.04,1676.9,26
2025-01-18T21:00:00,Machine 2,76.09,3.483,103.05,1710.2,24
2025-01-18T22:00:00,Machine 2,75.17,3.573,101.65,1700.8,26
2025-01-18T23:00:00,Machine 2,73.81,3.046,99.57,1686.8,25
2025-01-19T00:00:00,Machine 2,73.17,3.463,98.57,1680.2,25
2025-01-19T01:00:00,Machine 2,74.79,3.515,100.98,1696.2,27
2025-01-19T02:00:00,Machine 2,73.71,3.189,99.32,1685.0,27
2025-01-19T03:00:00,Machine 2,72.89,3.075,98.06,1676.5,24
2025-01-19T04:00:00,Machine 2,75.09,3.072,101.32,1698.2,25
2025-01-19T05:00:00,Machine 2,73.94,3.690,99.57,1686.5,27
2025-01-19T06:00:00,Machine 2,75.36,3.612,101.66,1700.4,27
2025-01-19T07:00:00,Machine 2,74.44,3.266,100.25,1690.9,25
2025-01-19T08:00:00,Machine 2,76.75,3.400,103.69,1713.8,25
2025-01-19T09:00:00,Machine 2,74.61,3.276,100.44,1692.0,26
2025-01-19T10:00:00,Machine 2,74.02,3.703,99.53,1685.9,25
2025-01-19T11:00:00,Machine 2,73.24,3.240,98.33,1677.9,26
2025-01-19T12:00:00,Machine 2,75.29,3.442,101.37,1698.0,27
2025-01-19T13:00:00,Machine 2,76.26,3.791,102.79,1707.5,25
2025-01-19T14:00:00,Machine 2,75.57,3.239,101.71,1700.2,23
2025-01-19T15:00:00,Machine 2,74.14,3.688,99.54,1685.7,24
2025-01-19T16:00:00,Machine 2,73.17,3.787,98.05,1675.7,25
2025-01-19T17:00:00,Machine 2,76.25,3.488,102.64,1706.2,24
2025-01-19T18:00:00,Machine 2,75.56,3.620,101.58,1699.1,26
2025-01-19T19:00:00,Machine 2,76.85,3.609,103.47,1711.6,25
2025-01-19T20:00:00,Machine 2,75.84,3.228,101.93,1701.3,25
2025-01-19T21:00:00,Machine 2,73.41,2.944,98.26,1676.7,26
2025-01-19T22:00:00,Machine 2,74.50,3.047,99.86,1687.3,26
2025-01-19T23:00:00,Machine 2,76.87,2.988,103.38,1710.8,27
2025-01-20T00:00:00,Machine 2,76.57,3.667,102.89,1707.4,26
2025-01-20T01:00:00,Machine 2,75.61,3.820,101.43,1697.6,24
2025-01-20T02:00:00,Machine 2,74.41,2.963,99.59,1685.3,24
2025-01-20T03:00:00,Machine 2,76.65,3.046,102.91,1707.4,25
2025-01-20T04:00:00,Machine 2,76.20,3.408,102.21,1702.7,27
2025-01-20T05:00:00,Machine 2,74.67,3.167,99.88,1687.0,26
2025-01-20T06:00:00,Machine 2,74.77,3.275,100.00,1687.8,24
2025-01-20T07:00:00,Machine 2,75.90,3.301,101.66,1698.8,25
2025-01-20T08:00:00,Machine 2,76.80,3.558,102.98,1707.5,25
2025-01-20T09:00:00,Machine 2,74.69,3.842,99.77,1686.1,26
2025-01-20T10:00:00,Machine 2,73.67,3.932,98.21,1675.6,27
2025-01-20T11:00:00,Machine 2,73.50,3.732,97.93,1673.7,26
2025-01-20T12:00:00,Machine 2,77.08,3.792,103.27,1709.2,24
2025-01-20T13:00:00,Machine 2,76.02,3.459,101.65,1698.3,23
2025-01-20T14:00:00,Machine 2,75.59,3.278,100.97,1693.7,24
2025-01-20T15:00:00,Machine 2,75.93,3.855,101.45,1696.9,25
2025-01-20T16:00:00,Machine 2,75.28,3.500,100.43,1690.0,26
2025-01-20T17:00:00,Machine 2,77.00,3.733,102.97,1706.9,27
2025-01-20T18:00:00,Machine 2,75.49,3.003,100.68,1691.6,25
2025-01-20T19:00:00,Machine 2,74.11,3.299,98.58,1677.5,24
2025-01-20T20:00:00,Machine 2,73.86,3.278,98.17,1674.7,26
2025-01-20T21:00:00,Machine 2,74.39,3.071,98.94,1679.8,26
2025-01-20T22:00:00,Machine 2,76.82,3.483,102.54,1703.7,25
2025-01-20T23:00:00,Machine 2,77.26,3.504,103.17,1707.8,25
2025-01-21T00:00:00,Machine 2,76.42,3.375,101.88,1699.2,26
2025-01-21T01:00:00,Machine 2,76.91,3.817,102.59,1703.9,24
2025-01-21T02:00:00,Machine 2,74.28,3.976,98.60,1677.2,24
2025-01-21T03:00:00,Machine 2,73.89,3.271,97.99,1673.1,24
2025-01-21T04:00:00,Machine 2,74.92,3.996,99.50,1683.1,25
2025-01-21T05:00:00,Machine 2,74.96,3.698,99.53,1683.2,24
2025-01-21T06:00:00,Machine 2,73.79,3.183,97.74,1671.2,27
2025-01-21T07:00:00,Machine 2,74.31,3.723,98.49,1676.2,27
2025-01-21T08:00:00,Machine 2,76.53,3.789,101.79,1698.1,25
2025-01-21T09:00:00,Machine 2,75.29,3.049,99.89,1685.4,25
2025-01-21T10:00:00,Machine 2,76.70,4.004,101.97,1699.2,26
2025-01-21T11:00:00,Machine 2,74.51,3.508,98.65,1677.0,25
2025-01-21T12:00:00,Machine 2,74.99,3.468,99.34,1681.5,26
2025-01-21T13:00:00,Machine 2,77.00,3.105,102.33,1701.4,26
2025-01-21T14:00:00,Machine 2,77.29,3.969,102.72,1703.9,23
2025-01-21T15:00:00,Machine 2,74.51,3.050,98.52,1675.9,27
2025-01-21T16:00:00,Machine 2,77.51,3.789,103.00,1705.6,24
2025-01-21T17:00:00,Machine 2,76.49,3.066,101.42,1695.1,25
2025-01-21T18:00:00,Machine 2,75.12,3.689,99.34,1681.2,25
2025-01-21T19:00:00,Machine 2,75.16,3.500,99.37,1681.3,25
2025-01-21T20:00:00,Machine 2,75.17,3.380,99.35,1681.1,23
2025-01-21T21:00:00,Machine 2,76.69,3.533,101.59,1695.9,25
2025-01-21T22:00:00,Machine 2,76.69,3.892,101.57,1695.7,26
2025-01-21T23:00:00,Machine 2,74.61,3.971,98.41,1674.6,23
2025-01-22T00:00:00,Machine 2,74.52,3.319,98.25,1673.5,26
2025-01-22T01:00:00,Machine 2,76.97,3.421,101.89,1697.7,23
2025-01-22T02:00:00,Machine 2,75.29,3.890,99.33,1680.6,26
2025-01-22T03:00:00,Machine 2,77.52,3.745,102.65,1702.6,24
2025-01-22T04:00:00,Machine 2,77.79,3.772,103.02,1705.0,25
2025-01-22T05:00:00,Machine 2,77.51,3.430,102.56,1701.9,25
2025-01-22T06:00:00,Machine 2,75.37,3.829,99.33,1680.3,25
2025-01-22T07:00:00,Machine 2,76.42,3.244,100.86,1690.5,26
2025-01-22T08:00:00,Machine 2,76.64,3.273,101.16,1692.4,24
2025-01-22T09:00:00,Machine 2,76.35,3.851,100.69,1689.2,26
2025-01-22T10:00:00,Machine 2,75.91,3.276,100.00,1684.5,24
2025-01-22T11:00:00,Machine 2,77.77,3.892,102.76,1702.9,26
2025-01-22T12:00:00,Machine 2,76.73,3.304,101.17,1692.2,25
2025-01-22T13:00:00,Machine 2,75.91,3.671,99.90,1683.7,26
2025-01-22T14:00:00,Machine 2,77.35,3.768,102.03,1697.9,24
2025-01-22T15:00:00,Machine 2,78.10,3.500,103.12,1705.1,25
2025-01-22T16:00:00,Machine 2,74.77,3.644,98.09,1671.5,26
2025-01-22T17:00:00,Machine 2,76.97,3.940,101.35,1693.1,23
2025-01-22T18:00:00,Machine 2,77.40,3.332,101.98,1697.2,26
2025-01-22T19:00:00,Machine 2,75.24,3.289,98.69,1675.3,26
2025-01-22T20:00:00,Machine 2,74.87,3.365,98.11,1671.3,25
2025-01-22T21:00:00,Machine 2,74.47,3.831,97.47,1667.0,26
2025-01-22T22:00:00,Machine 2,75.46,3.768,98.93,1676.6,24
2025-01-22T23:00:00,Machine 2,77.42,4.101,101.84,1696.0,26
2025-01-23T00:00:00,Machine 2,75.49,3.268,98.90,1676.4,23
2025-01-23T01:00:00,Machine 2,76.99,3.527,101.12,1691.1,25
2025-01-23T02:00:00,Machine 2,76.97,3.743,101.07,1690.6,26
2025-01-23T03:00:00,Machine 2,77.88,4.064,102.39,1699.4,23
2025-01-23T04:00:00,Machine 2,74.65,3.283,97.51,1666.8,23
2025-01-23T05:00:00,Machine 2,74.36,3.617,97.05,1663.7,24
2025-01-23T06:00:00,Machine 2,78.00,3.322,102.48,1699.8,25
2025-01-23T07:00:00,Machine 2,77.70,3.972,102.00,1696.6,23
2025-01-23T08:00:00,Machine 2,76.97,3.560,100.86,1688.9,24
2025-01-23T09:00:00,Machine 2,77.39,3.233,101.47,1692.9,24
2025-01-23T10:00:00,Machine 2,74.77,3.464,97.50,1666.4,26
2025-01-23T11:00:00,Machine 2,78.13,3.622,102.51,1699.7,22
2025-01-23T12:00:00,Machine 2,76.82,3.730,100.51,1686.3,25
2025-01-23T13:00:00,Machine 2,77.95,3.192,102.18,1697.4,26
2025-01-23T14:00:00,Machine 2,76.57,3.904,100.08,1683.3,24
2025-01-23T15:00:00,Machine 2,75.05,3.404,97.75,1667.7,26
2025-01-23T16:00:00,Machine 2,76.66,3.718,100.13,1683.6,24
2025-01-23T17:00:00,Machine 2,74.60,4.019,97.01,1662.7,23
2025-01-23T18:00:00,Machine 2,78.49,3.617,102.82,1701.3,26
2025-01-23T19:00:00,Machine 2,75.79,3.203,98.73,1674.0,26
2025-01-23T20:00:00,Machine 2,78.13,3.415,102.21,1697.2,25
2025-01-23T21:00:00,Machine 2,75.70,3.395,98.53,1672.6,26
2025-01-23T22:00:00,Machine 2,78.51,3.591,102.72,1700.4,23
2025-01-23T23:00:00,Machine 2,75.49,4.131,98.15,1669.9,25
2025-01-24T00:00:00,Machine 2,76.00,3.656,98.89,1674.8,24
2025-01-24T01:00:00,Machine 2,78.47,3.920,102.57,1699.2,26
2025-01-24T02:00:00,Machine 2,78.00,4.118,101.83,1694.2,23
2025-01-24T03:00:00,Machine 2,77.55,3.714,101.12,1689.4,25
2025-01-24T04:00:00,Machine 2,78.22,3.879,102.09,1695.9,23
2025-01-24T05:00:00,Machine 2,78.68,4.177,102.74,1700.1,26
2025-01-24T06:00:00,Machine 2,78.66,3.649,102.69,1699.7,23
2025-01-24T07:00:00,Machine 2,77.99,3.215,101.65,1692.7,23
2025-01-24T08:00:00,Machine 2,74.85,3.438,96.89,1661.0,26
2025-01-24T09:00:00,Machine 2,77.87,3.237,101.39,1690.9,25
2025-01-24T10:00:00,Machine 2,77.07,4.084,100.17,1682.7,23
2025-01-24T11:00:00,Machine 2,77.16,4.160,100.27,1683.3,24
2025-01-24T12:00:00,Machine 2,76.30,3.390,98.95,1674.4,24
2025-01-24T13:00:00,Machine 2,75.69,3.882,98.00,1668.0,23
2025-01-24T14:00:00,Machine 2,77.83,3.511,101.18,1689.2,24
2025-01-24T15:00:00,Machine 2,76.59,3.357,99.28,1676.4,24
2025-01-24T16:00:00,Machine 2,76.43,3.500,99.00,1674.5,23
2025-01-24T17:00:00,Machine 2,75.87,3.335,98.14,1668.7,25
2025-01-24T18:00:00,Machine 2,75.58,3.781,97.66,1665.5,25
2025-01-24T19:00:00,Machine 2,76.30,3.610,98.72,1672.4,25
2025-01-24T20:00:00,Machine 2,76.13,3.772,98.43,1670.4,24
2025-01-24T21:00:00,Machine 2,76.89,3.375,99.53,1677.7,23
2025-01-24T22:00:00,Machine 2,78.39,3.338,101.75,1692.5,23
2025-01-24T23:00:00,Machine 2,76.98,4.110,99.60,1678.0,26
2025-01-25T00:00:00,Machine 2,78.05,3.716,101.17,1688.5,22
2025-01-25T01:00:00,Machine 2,77.24,4.156,99.93,1680.1,25
2025-01-25T02:00:00,Machine 2,76.46,3.987,98.73,1672.0,25
